"","logFC","logCPM","PValue","symbol","name","entrez"
"ENSMUSG00000097971",1.59803537750327,3.7320904701225,3.20220070965103e-16,NA,NA,NA
"ENSMUSG00000099696",1.1973638324537,4.53382100337172,2.94558049064052e-06,"2900052N01Rik","RIKEN cDNA 2900052N01 gene","73040"
"ENSMUSG00000100241",-1.03142968208408,5.17646167259209,5.21195564655956e-08,"Slc18a3","solute carrier family 18 (vesicular monoamine), member 3","20508"
"ENSMUSG00000101389",3.98579133906923,0.960484064043175,5.25074293613541e-15,"Ms4a4a","membrane-spanning 4-domains, subfamily A, member 4A","666907"
"ENSMUSG00000101693",-1.28708492038921,1.8503927886607,1.00617747726778e-13,"Gm19461","predicted gene, 19461","100502933"
"ENSMUSG00000101939",1.06967207868774,3.35574193689209,0.000125588298465757,NA,NA,NA
"ENSMUSG00000102543",1.30908933869576,3.43097073585003,8.03710402220267e-18,"Pcdhgc5","protocadherin gamma subfamily C, 5","93708"
"ENSMUSG00000102573",2.11961138138898,1.25438688003077,8.97851999230813e-17,NA,NA,NA
"ENSMUSG00000102796",-1.12404743836018,1.8010456712975,1.25860579583527e-12,NA,NA,NA
"ENSMUSG00000102813",-1.42045947391505,2.03545366659408,4.55910876601798e-09,NA,NA,NA
"ENSMUSG00000102918",1.02324227015144,4.63380636651458,1.52669731477418e-18,"Pcdhgc3","protocadherin gamma subfamily C, 3","93706"
"ENSMUSG00000103081",3.11181587320819,1.16624896016058,2.2561877734163e-05,"Pcdhgb8","protocadherin gamma subfamily B, 8","93705"
"ENSMUSG00000103280",1.71611593505937,0.967507639405867,9.50605244530731e-15,NA,NA,NA
"ENSMUSG00000103567",1.2343172766506,1.36654896831612,0.00201453808507618,"Pcdhga5","protocadherin gamma subfamily A, 5","93713"
"ENSMUSG00000103983",-1.13483218697549,1.11047340001017,2.05783223274127e-06,NA,NA,NA
"ENSMUSG00000104093",1.83573996212932,3.44264554655811,8.41791223114023e-14,"A330015K06Rik","RIKEN cDNA A330015K06 gene","102637797"
"ENSMUSG00000104415",1.59321343392687,2.53318924597885,3.06815912274258e-11,NA,NA,NA
"ENSMUSG00000104674",2.67726567905379,1.56011392531028,6.85562562917591e-12,NA,NA,NA
"ENSMUSG00000105265",-1.42986859937096,5.84466082125878,4.14127147108314e-12,"Sox2ot","SOX2 overlapping transcript (non-protein coding)","320478"
"ENSMUSG00000105504",1.40915627670724,1.93845302931411,6.55856721562235e-06,"Gbp5","guanylate binding protein 5","229898"
"ENSMUSG00000105594",-1.63607365557502,0.911807320115967,5.69151111212275e-14,NA,NA,NA
"ENSMUSG00000105813",2.41220257355316,0.821988200041417,1.61374786161716e-18,NA,NA,NA
"ENSMUSG00000105891",-1.17692649407855,2.61098230919745,5.25875398538516e-06,"A230001M10Rik","RIKEN cDNA A230001M10 gene","319951"
"ENSMUSG00000106275",-1.66010556605008,0.819071446983403,2.42914279340131e-06,NA,NA,NA
"ENSMUSG00000106905",-1.65223866650767,1.45883783066221,5.36344553195873e-15,NA,NA,NA
"ENSMUSG00000106961",-1.18850510968046,1.00484337119095,0.000285296096712046,NA,NA,NA
"ENSMUSG00000107451",2.64489337461804,3.05636069418885,1.30766445049008e-21,NA,NA,NA
"ENSMUSG00000107655",1.82219496552578,1.62768086935725,8.95839776150942e-10,NA,NA,NA
"ENSMUSG00000108084",3.23838668637592,0.563047178793117,2.68009922537925e-17,NA,NA,NA
"ENSMUSG00000108601",1.70972309497216,1.03128729299658,1.54403437942182e-06,NA,NA,NA
"ENSMUSG00000109572",-1.40634179483242,0.541115881524025,4.09413182549193e-09,"Cfap99","cilia and flagella associated protein 99","100862066"
"ENSMUSG00000109868",-1.29883805792417,2.25531542763365,5.69527945781388e-11,NA,NA,NA
"ENSMUSG00000110126",3.85357895895265,0.510117927232924,2.57766154895513e-41,NA,NA,NA
"ENSMUSG00000110279",-1.03646384033576,1.38337544432863,2.68766727929176e-05,NA,NA,NA
"ENSMUSG00000110332",1.18035900542447,3.92835522865359,2.09297018320629e-14,"Gm19935","predicted gene, 19935","100503868"
"ENSMUSG00000110344",1.02254534139698,1.15246160082697,1.15880934569966e-05,NA,NA,NA
"ENSMUSG00000110588",1.97284943734718,0.959619374651568,1.06077802927641e-14,NA,NA,NA
"ENSMUSG00000110710",-1.14938298383037,2.68629110158041,4.55984982375077e-05,NA,NA,NA
"ENSMUSG00000112023",3.88509894615147,0.60736207235043,9.82436771089549e-14,NA,NA,NA
"ENSMUSG00000112148",5.23500259172847,1.13207536974412,1.62208845013172e-19,NA,NA,NA
"ENSMUSG00000114733",1.10891972703325,2.60462748597208,4.2492035300283e-08,NA,NA,NA
